345 282 56
600 13 56
345 7 56
345 6 56
959 8 55
255 8 55
605 30 55
959 19 55
345 13 55
470 6 55
470 7 55
605 25 55
605 6 55
605 7 55
605 8 55
605 13 55
605 14 55
345 15 55
345 14 55
959 34 55
529 136 55
529 7 55
529 6 55
529 14 55
844 15 54
529 19 54
529 136 54
529 14 54
622 3 54
844 14 54
844 13 54
959 7 54
100 25 54
100 5 54
100 6 54
100 7 54
255 6 54
255 7 54
959 6 54
436 8 54
529 6 54
529 7 54
529 6 53
100 1 53
731 13 53
731 30 53
731 14 53
529 19 53
529 7 53
529 14 53
731 8 53
731 1 53
529 136 53
257 5 53
257 7 53
257 6 53
529 14 52
33 6 52
529 136 52
844 8 52
643 13 51
164 1 51
643 30 51
643 7 51
643 6 51
643 14 51
643 15 51
33 5 51
33 1 51
70 7 51
529 7 51
844 6 51
70 6 51
257 4 51
529 136 51
529 6 51
844 7 51
70 25 51
844 25 51
642 15 50
345 25 50
244 14 50
244 15 50
244 13 50
642 14 50
345 7 50
844 13 50
844 15 50
257 3 50
255 29 50
642 6 50
255 8 50
642 7 50
952 1 49
952 13 49
952 14 49
952 15 49
144 8 49
428 4 49
428 3 49
100 14 49
385 26 49
385 14 49
642 26 49
611 8 49
255 8 48
100 25 48
100 19 48
345 282 48
100 14 48
428 8 48
100 15 48
387 13 48
387 30 48
387 14 48
387 15 48
100 6 48
529 5 48
529 6 48
611 8 48
611 29 48
529 4 48
529 136 48
529 19 48
144 5 48
144 6 48
611 6 47
255 6 47
255 5 47
242 8 47
952 7 47
377 8 47
611 8 47
529 3 47
529 2 47
255 7 47
628 6 47
952 6 47
731 6 47
628 7 47
428 7 47
428 6 47
428 5 47
428 4 47
421 15 47
421 14 47
421 30 47
642 26 47
611 7 47
731 1 47
387 8 47
642 7 47
642 6 47
642 14 47
611 29 47
242 7 46
70 19 46
70 8 46
242 4 46
959 30 46
628 1 46
628 5 46
88 5 46
70 14 46
70 34 46
959 15 46
611 5 46
529 7 46
749 6 46
749 7 46
144 4 46
421 6 46
421 25 46
952 5 46
959 13 46
529 6 46
611 7 46
611 6 46
112 7 46
112 25 46
112 19 45
112 5 45
203 15 45
112 14 45
100 6 45
112 1 45
100 7 45
100 8 45
959 7 45
203 13 45
112 7 45
203 14 45
112 29 45
112 6 45
70 34 45
242 8 45
529 15 45
529 14 45
529 30 45
529 13 45
529 1 45
398 25 45
398 7 45
749 1 45
643 13 44
808 14 44
643 14 44
611 26 44
642 7 44
398 34 44
642 6 44
611 14 44
398 19 44
808 15 44
398 14 44
100 5 44
808 30 44
428 2 44
952 3 44
808 13 44
70 8 44
808 8 43
808 7 43
398 8 43
959 15 43
959 14 43
724 14 43
724 30 43
724 1 43
192 25 43
749 1 43
505 13 43
505 14 43
505 15 43
808 6 43
959 13 43
808 25 43
192 7 43
203 8 43
345 5 42
952 2 42
724 29 42
688 8 42
512 14 42
512 15 42
526 6 42
345 21 42
345 7 42
345 6 42
398 8 42
768 14 42
768 15 42
643 8 42
768 1 42
959 6 41
959 7 41
526 4 41
404 6 41
952 1 41
421 13 41
512 30 41
398 6 41
398 25 41
404 7 41
421 25 41
421 6 41
421 7 41
255 7 41
398 7 41
255 6 41
421 14 41
643 8 41
470 8 41
470 1 41
470 34 41
986 1 41
986 34 41
345 4 41
986 15 41
512 13 41
421 15 41
359 25 41
359 7 41
259 15 40
259 14 40
683 2 40
547 6 40
959 5 40
547 25 40
203 8 40
259 1 40
547 13 40
547 30 40
547 14 40
547 15 40
198 30 40
680 19 40
259 13 40
198 15 40
345 8 40
680 34 40
529 7 40
547 7 40
198 14 40
529 5 40
680 15 40
959 6 40
398 34 40
398 19 40
680 7 40
682 6 39
680 14 39
682 5 39
680 25 39
470 7 39
470 6 39
469 15 39
469 14 39
469 30 39
469 13 39
680 19 39
165 4 39
808 15 39
682 7 39
737 13 39
737 15 39
259 8 39
688 8 39
680 7 39
808 13 39
861 29 39
920 8 39
680 6 39
436 6 39
436 7 39
165 6 38
301 3 38
259 7 38
345 8 38
470 5 38
469 14 38
469 15 38
544 3 38
301 4 38
398 8 38
544 6 38
198 7 38
198 6 38
198 5 38
259 6 38
251 7 38
165 7 38
251 14 38
469 27 38
469 6 38
251 136 38
251 19 38
469 7 38
469 25 38
178 8 38
808 8 38
436 5 38
436 25 38
165 8 38
469 26 38
544 7 38
38 13 38
38 30 38
63 6 38
63 5 38
38 15 38
724 5 38
724 6 38
251 14 37
438 19 37
438 34 37
438 14 37
438 15 37
251 136 37
469 7 37
469 14 37
165 34 37
251 6 37
251 7 37
469 6 37
63 4 37
341 8 37
165 8 37
165 19 37
398 8 37
688 7 37
891 14 37
891 19 37
178 29 37
38 7 37
259 2 37
301 7 37
688 6 37
688 5 37
913 3 37
38 6 37
967 14 36
242 5 36
469 15 36
967 1 36
469 13 36
920 7 36
920 6 36
920 25 36
341 7 36
341 5 36
469 14 36
363 7 36
469 8 36
421 14 36
251 25 36
251 7 36
421 25 36
251 14 36
421 6 36
421 7 36
421 8 36
421 13 36
421 30 36
251 34 36
251 19 36
469 7 36
251 1 36
166 7 36
166 6 36
165 7 36
165 6 36
438 8 36
198 4 36
242 7 36
63 3 36
469 6 36
242 6 36
259 1 36
659 8 36
79 29 35
469 1 35
438 19 35
438 34 35
438 14 35
438 15 35
438 6 35
438 7 35
469 5 35
512 7 35
512 6 35
512 5 35
790 6 35
165 5 35
642 1 35
642 13 35
151 26 35
151 14 35
642 14 35
461 14 35
461 15 35
642 15 35
461 30 35
79 8 35
461 13 35
341 4 35
956 8 35
956 29 35
944 8 35
251 7 35
251 6 35
986 8 35
944 29 35
378 7 35
378 6 35
724 4 35
378 5 35
378 25 35
548 6 35
726 8 35
604 6 34
682 26 34
256 8 34
79 29 34
643 8 34
886 8 34
844 8 34
809 7 34
682 14 34
682 6 34
809 5 34
809 6 34
251 5 34
886 6 34
470 4 34
88 4 34
363 25 34
436 2 34
363 6 34
986 3 34
363 5 34
986 4 34
363 7 34
178 29 34
986 5 34
986 6 34
178 8 34
986 6 33
547 13 33
986 5 33
688 4 33
548 4 33
986 3 33
844 8 33
363 6 33
547 30 33
178 8 33
682 6 33
682 25 33
986 4 33
214 30 33
214 13 33
214 14 33
214 15 33
986 7 33
438 8 33
421 7 33
857 29 33
363 7 33
680 8 33
363 21 33
363 1 33
345 8 33
886 5 33
151 7 33
151 6 33
151 5 33
886 25 33
861 8 33
886 1 33
421 6 33
421 25 33
854 14 33
363 5 33
438 6 33
641 7 33
151 21 33
421 30 33
307 15 33
794 7 33
956 5 33
956 6 33
956 7 33
956 21 33
794 6 33
307 14 33
307 13 33
230 7 32
967 5 32
307 29 32
112 14 32
198 3 32
967 6 32
230 3 32
230 4 32
854 13 32
643 8 32
230 6 32
944 8 32
112 1 32
967 7 32
79 8 32
112 15 32
854 1 32
79 29 32
642 7 32
255 26 32
255 27 32
255 14 32
986 4 32
255 15 32
112 13 32
440 8 32
112 8 32
844 8 32
77 15 32
77 14 32
77 13 32
178 29 32
547 7 32
547 6 32
547 25 32
986 3 32
956 29 32
956 8 32
378 6 32
659 8 32
414 8 32
378 15 32
378 14 32
378 27 32
378 26 32
242 4 32
438 6 32
438 7 32
438 19 32
438 14 32
438 15 32
674 13 32
674 14 32
414 29 32
674 15 32
256 8 32
854 8 32
603 14 32
680 8 32
603 30 32
603 1 32
603 13 32
957 4 32
256 6 31
733 30 31
643 8 31
111 6 31
112 8 31
111 7 31
809 4 31
809 3 31
790 14 31
111 8 31
307 29 31
485 8 31
733 15 31
378 25 31
603 6 31
184 7 31
184 6 31
378 6 31
414 8 31
230 15 31
790 15 31
440 29 31
184 13 31
603 7 31
398 8 31
184 15 31
88 3 31
256 8 31
642 8 31
169 6 31
256 14 31
733 13 31
184 14 31
307 8 31
512 4 31
256 7 31
169 7 31
560 6 31
77 8 31
680 8 31
79 8 31
907 7 30
535 14 30
724 3 30
535 15 30
535 30 30
907 6 30
603 5 30
378 15 30
378 14 30
378 27 30
378 26 30
790 13 30
680 6 30
256 282 30
535 13 30
414 8 30
733 6 30
790 8 30
790 29 30
178 8 30
733 5 30
548 3 30
907 4 30
605 14 30
183 3 30
256 7 30
907 5 30
986 7 30
169 5 30
169 25 30
256 6 30
551 8 30
111 4 30
111 5 30
986 8 30
913 3 30
665 8 30
256 14 30
256 26 30
112 6 30
414 29 30
256 27 30
733 7 30
79 6 30
956 7 30
535 1 30
539 6 30
79 29 30
230 13 30
209 15 30
539 7 30
209 14 30
79 8 30
665 29 30
209 6 30
209 25 30
956 6 30
184 5 30
461 6 30
844 8 30
79 25 30
560 5 30
469 14 30
956 8 30
461 7 30
680 5 30
469 26 30
680 7 30
258 29 29
604 26 29
487 13 29
230 7 29
169 2 29
436 6 29
112 5 29
481 8 29
79 14 29
919 4 29
539 1 29
492 5 29
891 8 29
230 6 29
487 14 29
256 7 29
79 19 29
230 14 29
254 14 29
398 6 29
919 6 29
12 6 29
398 14 29
398 34 29
398 19 29
398 7 29
258 8 29
396 7 29
230 19 29
802 6 29
706 5 29
12 7 29
12 21 29
919 7 29
254 30 29
844 8 29
665 5 29
79 15 29
79 34 29
919 3 29
398 25 29
492 21 29
628 7 29
256 6 29
642 25 29
628 21 29
197 4 29
956 14 29
809 8 29
307 8 29
487 7 29
956 27 29
487 6 29
254 13 29
628 6 29
956 26 29
628 1 29
944 8 29
605 8 29
733 1 29
469 8 29
605 13 29
956 15 29
505 7 29
505 6 29
665 6 29
254 15 29
551 8 29
605 30 29
604 14 29
665 7 29
184 4 29
301 15 29
605 1 29
251 4 29
642 7 29
682 15 29
682 14 29
819 8 29
680 4 28
551 5 28
682 6 28
79 8 28
604 7 28
829 6 28
967 3 28
604 6 28
604 8 28
682 7 28
829 7 28
551 6 28
551 7 28
139 1 28
139 13 28
173 3 28
481 3 28
492 6 28
173 6 28
255 14 28
481 25 28
307 8 28
819 6 28
819 7 28
12 5 28
802 5 28
481 5 28
255 13 28
374 1 28
139 15 28
481 6 28
481 7 28
726 8 28
648 2 28
256 26 28
256 14 28
255 30 28
242 3 28
682 34 28
682 19 28
819 19 28
398 8 28
396 14 28
396 26 28
642 2 28
254 6 28
254 7 28
529 4 28
111 5 28
111 7 28
956 26 28
139 30 28
819 34 28
492 7 28
819 25 28
139 14 28
956 6 28
956 14 28
165 8 28
605 7 27
907 8 27
986 4 27
230 5 27
642 25 27
891 6 27
891 7 27
642 5 27
327 7 27
642 6 27
230 6 27
869 34 27
230 7 27
680 3 27
307 8 27
296 14 27
296 26 27
244 29 27
891 25 27
345 29 27
819 8 27
205 1 27
256 8 27
878 5 27
878 6 27
878 7 27
275 8 27
197 8 27
205 14 27
345 8 27
205 15 27
209 8 27
209 13 27
209 30 27
209 14 27
209 15 27
869 15 27
256 7 27
169 7 27
165 8 27
535 8 27
258 6 27
173 5 27
461 4 27
255 29 27
956 8 27
487 4 27
169 6 27
169 5 27
541 30 27
541 14 27
541 15 27
256 6 27
184 3 27
802 4 27
957 3 27
605 6 27
773 8 27
258 7 27
869 19 27
648 2 26
726 6 26
209 14 26
256 26 26
866 8 26
760 13 26
368 14 26
368 34 26
677 14 26
726 7 26
677 13 26
209 13 26
209 30 26
139 8 26
497 7 26
258 5 26
535 5 26
535 6 26
535 7 26
760 15 26
469 21 26
802 3 26
139 29 26
209 25 26
819 6 26
823 21 26
823 6 26
823 5 26
497 25 26
569 8 26
236 1 26
497 6 26
497 14 26
497 26 26
560 4 26
205 8 26
169 4 26
469 7 26
469 6 26
819 5 26
760 30 26
436 4 26
307 8 26
296 19 26
209 7 26
296 6 26
209 6 26
481 4 26
256 14 26
10 1 26
956 6 26
403 7 26
956 5 26
254 15 26
403 6 26
809 8 26
956 7 26
485 8 26
773 8 26
254 30 26
956 21 26
562 3 26
674 8 26
10 5 26
562 4 26
674 6 26
819 7 26
10 6 26
10 7 26
254 13 26
461 3 26
760 8 26
861 8 26
674 7 26
79 8 26
774 8 26
605 5 26
79 29 26
278 3 26
99 14 25
638 26 25
481 7 25
490 6 25
862 30 25
469 5 25
638 14 25
638 27 25
642 5 25
888 8 25
922 14 25
642 25 25
450 14 25
862 14 25
328 25 25
490 21 25
726 4 25
922 13 25
638 7 25
325 6 25
325 7 25
470 3 25
450 15 25
139 5 25
862 15 25
328 6 25
497 8 25
328 7 25
922 15 25
450 13 25
450 8 25
487 3 25
642 6 25
638 6 25
152 14 25
203 8 25
403 5 25
541 5 25
152 26 25
405 29 25
861 8 25
152 1 25
733 8 25
733 13 25
403 4 25
203 7 25
569 7 25
674 5 25
733 15 25
569 6 25
569 25 25
760 6 25
760 7 25
541 6 25
541 7 25
178 5 25
178 6 25
551 4 25
944 8 25
544 15 25
544 14 25
544 13 25
152 27 25
543 3 25
278 8 25
278 4 25
543 4 25
543 8 25
674 1 25
986 3 25
178 21 25
178 7 25
398 7 25
398 6 25
79 8 25
79 29 25
56 15 25
99 34 25
296 14 25
296 15 25
195 1 25
195 13 25
749 4 25
920 1 25
920 13 25
920 30 25
920 14 25
920 15 25
256 8 25
476 29 25
203 6 25
56 14 25
56 13 25
56 1 25
474 8 25
862 13 25
396 14 25
396 19 25
396 136 25
396 1 25
195 8 25
677 8 25
244 8 25
244 29 25
665 4 25
99 1 25
766 1 25
99 19 25
111 4 25
474 8 24
151 3 24
944 6 24
485 8 24
768 6 24
653 5 24
653 7 24
819 4 24
79 8 24
677 8 24
79 29 24
768 7 24
651 8 24
82 25 24
82 13 24
82 30 24
82 14 24
541 1 24
773 8 24
296 29 24
560 3 24
642 25 24
325 1 24
264 7 24
642 6 24
642 5 24
797 8 24
490 4 24
490 5 24
497 8 24
264 14 24
264 30 24
505 13 24
505 30 24
505 14 24
922 7 24
505 15 24
264 15 24
809 6 24
56 6 24
365 6 24
760 5 24
628 15 24
628 14 24
201 6 24
165 5 24
201 7 24
201 8 24
350 14 24
350 15 24
209 14 24
209 30 24
209 7 24
209 6 24
436 3 24
469 4 24
733 6 24
165 7 24
205 7 24
378 7 24
396 8 24
378 6 24
209 25 24
888 8 24
203 5 24
205 5 24
378 5 24
631 8 24
844 6 24
201 25 24
398 5 24
869 25 24
99 21 24
403 3 24
749 6 24
56 7 24
365 25 24
862 7 24
788 8 24
56 21 24
869 6 24
869 7 24
433 13 24
733 1 24
433 30 24
433 15 24
433 1 24
256 8 24
749 7 24
749 21 24
862 6 24
862 25 24
99 6 24
818 7 23
818 6 23
450 6 23
726 3 23
497 8 23
959 6 23
768 5 23
878 3 23
604 14 23
365 15 23
628 30 23
325 8 23
12 4 23
91 7 23
844 5 23
628 13 23
448 14 23
603 3 23
388 30 23
787 30 23
838 4 23
307 7 23
658 8 23
388 14 23
307 5 23
388 13 23
604 26 23
519 26 23
883 4 23
883 8 23
526 8 23
195 7 23
195 6 23
529 3 23
56 5 23
519 15 23
519 1 23
733 15 23
787 14 23
733 30 23
450 7 23
788 6 23
788 5 23
448 15 23
365 34 23
448 13 23
651 8 23
904 14 23
733 13 23
79 8 23
664 15 23
904 1 23
388 15 23
904 19 23
445 8 23
490 4 23
203 4 23
195 5 23
641 14 23
797 8 23
818 3 23
641 6 23
641 7 23
641 13 23
928 15 23
928 14 23
641 30 23
641 15 23
421 6 23
861 29 23
959 14 23
820 15 23
818 4 23
956 4 23
928 19 23
642 2 23
421 25 23
350 7 23
350 6 23
959 15 23
278 8 23
99 5 23
713 8 23
820 1 23
476 1 23
345 8 23
808 8 23
476 5 23
476 7 23
788 7 23
350 5 23
638 13 23
214 6 23
214 7 23
638 30 23
638 14 23
638 15 23
809 5 23
959 30 23
749 5 23
421 13 23
184 2 23
760 4 23
731 13 23
253 7 23
253 6 23
731 30 23
731 15 23
568 8 23
421 14 23
861 8 23
543 8 23
466 1 23
466 5 23
959 7 23
365 19 23
264 5 23
959 13 23
818 5 23
421 15 23
797 5 22
820 7 22
869 15 22
400 7 22
677 8 22
658 8 22
421 13 22
421 7 22
731 6 22
421 25 22
184 1 22
124 15 22
400 6 22
760 3 22
544 8 22
543 5 22
433 8 22
664 19 22
664 34 22
820 6 22
124 34 22
731 8 22
421 15 22
79 8 22
403 2 22
123 1 22
251 3 22
123 14 22
711 8 22
123 15 22
124 19 22
757 14 22
124 14 22
124 8 22
543 7 22
543 6 22
820 5 22
400 8 22
869 13 22
421 14 22
869 30 22
757 136 22
124 7 22
124 6 22
638 6 22
466 19 22
210 7 22
210 25 22
209 15 22
209 14 22
469 3 22
574 8 22
631 7 22
631 6 22
225 8 22
466 15 22
854 8 22
466 14 22
365 25 22
365 6 22
568 8 22
365 7 22
490 8 22
328 14 22
328 13 22
328 1 22
365 8 22
91 14 22
210 6 22
339 13 22
866 34 22
339 30 22
638 7 22
638 8 22
476 8 22
345 8 22
344 3 22
97 8 22
344 4 22
115 13 22
115 15 22
960 8 22
481 4 22
217 8 22
808 8 22
217 14 22
217 15 22
642 25 22
805 8 22
488 8 22
339 15 22
928 7 22
339 14 22
245 3 22
217 13 22
866 14 22
203 3 22
652 30 22
652 14 22
652 15 22
519 5 22
519 6 22
519 7 22
519 21 22
201 14 22
523 1 22
201 19 22
201 1 22
523 14 22
920 8 22
523 15 22
127 8 22
127 7 22
127 6 22
797 7 22
797 6 22
244 8 22
245 4 22
866 26 22
652 13 22
638 5 22
628 7 22
866 7 22
497 25 22
139 4 22
497 6 22
497 7 22
497 8 22
628 8 22
628 21 22
91 29 22
728 14 22
866 15 22
165 4 22
628 5 22
377 25 22
377 5 22
377 6 22
861 8 22
861 29 22
377 7 22
377 8 22
866 6 22
270 7 21
270 21 21
270 6 21
270 5 21
644 8 21
88 2 21
278 6 21
488 25 21
488 14 21
488 19 21
466 6 21
866 5 21
866 6 21
866 7 21
866 8 21
577 8 21
448 7 21
448 6 21
448 5 21
602 5 21
602 6 21
602 7 21
604 8 21
438 15 21
488 7 21
854 6 21
490 8 21
513 19 21
544 6 21
544 5 21
535 4 21
788 4 21
513 15 21
513 14 21
513 136 21
513 1 21
492 14 21
568 8 21
861 8 21
497 14 21
492 13 21
492 6 21
492 25 21
492 15 21
438 13 21
433 7 21
433 6 21
327 4 21
344 6 21
344 5 21
641 15 21
644 7 21
644 6 21
339 7 21
339 6 21
325 6 21
345 5 21
325 5 21
651 7 21
72 8 21
72 3 21
658 7 21
658 8 21
79 8 21
344 7 21
345 6 21
835 7 21
631 19 21
424 8 21
757 7 21
757 6 21
406 4 21
618 8 21
388 8 21
888 7 21
631 136 21
345 7 21
631 14 21
792 5 21
792 7 21
641 30 21
641 14 21
345 8 21
345 21 21
405 8 21
492 7 21
919 14 21
734 8 21
166 7 21
809 3 21
682 13 21
244 8 21
714 8 21
682 14 21
733 1 21
259 30 21
259 1 21
682 15 21
731 1 21
210 13 21
259 15 21
674 14 21
928 5 21
166 15 21
797 3 21
124 19 21
124 8 21
713 8 21
166 14 21
698 8 21
166 13 21
210 15 21
259 14 21
124 34 21
919 13 21
97 8 21
920 8 21
124 6 21
217 6 21
127 5 21
91 29 21
195 4 21
217 25 21
166 6 21
209 8 21
734 19 21
734 7 21
210 14 21
733 7 21
797 4 21
711 7 21
124 14 21
733 6 21
733 5 21
711 6 21
734 15 21
711 8 21
210 30 21
249 8 21
914 8 20
400 7 20
373 1 20
400 26 20
373 19 20
400 15 20
400 14 20
734 19 20
201 7 20
731 14 20
124 14 20
674 6 20
278 5 20
124 25 20
658 4 20
124 6 20
124 7 20
403 8 20
731 1 20
731 13 20
798 8 20
225 8 20
229 15 20
372 14 20
873 6 20
372 15 20
201 6 20
674 7 20
229 1 20
400 5 20
328 8 20
229 14 20
12 3 20
704 5 20
400 6 20
229 13 20
373 34 20
433 5 20
290 30 20
290 14 20
290 15 20
731 15 20
618 6 20
618 7 20
682 7 20
682 6 20
205 4 20
505 7 20
505 6 20
652 8 20
559 25 20
377 8 20
599 7 20
599 6 20
599 5 20
505 5 20
441 14 20
441 34 20
441 19 20
711 4 20
920 5 20
526 5 20
290 13 20
522 8 20
920 7 20
568 8 20
727 8 20
492 1 20
888 5 20
17 15 20
427 25 20
127 4 20
427 6 20
124 19 20
920 6 20
704 6 20
704 13 20
704 14 20
445 5 20
835 14 20
492 19 20
492 14 20
445 6 20
497 26 20
497 14 20
497 25 20
497 6 20
497 7 20
497 8 20
808 5 20
124 34 20
841 8 20
124 8 20
303 1 20
866 7 20
657 13 20
552 15 20
831 15 20
552 14 20
552 13 20
552 1 20
551 3 20
866 8 20
866 26 20
866 14 20
815 15 20
850 14 20
577 7 20
577 8 20
657 14 20
878 2 20
815 30 20
834 7 20
834 21 20
835 19 20
559 7 20
815 13 20
881 15 20
866 15 20
866 6 20
303 13 20
850 8 20
834 6 20
869 8 20
76 8 20
91 8 20
76 7 20
559 8 20
574 8 20
831 19 20
850 15 20
76 6 20
818 3 20
834 5 20
865 7 20
698 6 20
865 6 20
865 25 20
260 14 20
260 26 20
831 34 20
714 8 20
157 4 20
714 29 20
303 15 20
303 14 20
303 30 20
698 7 20
881 14 20
696 8 20
210 1 20
873 7 20
808 6 20
406 7 20
406 6 20
209 8 20
734 15 20
97 8 20
665 3 20
734 34 20
559 6 20
76 13 20
385 14 20
835 34 20
526 6 20
488 19 20
488 136 20
488 14 20
488 25 20
539 7 20
488 6 20
488 7 20
854 5 20
76 14 20
365 15 20
526 7 20
365 1 20
543 4 20
255 8 20
41 8 20
881 8 20
421 30 20
166 5 20
38 1 20
38 13 20
38 14 20
657 15 20
38 15 20
365 13 20
881 13 20
421 14 20
365 14 20
421 15 20
960 8 19
565 14 19
565 15 19
959 30 19
959 13 19
205 3 19
173 3 19
602 3 19
385 8 19
869 4 19
764 15 19
201 5 19
438 19 19
869 6 19
438 7 19
438 6 19
568 6 19
869 7 19
76 34 19
568 7 19
76 1 19
831 8 19
76 19 19
76 14 19
764 14 19
597 7 19
165 3 19
99 4 19
929 14 19
929 34 19
929 19 19
214 3 19
97 8 19
642 2 19
764 13 19
751 8 19
210 8 19
930 19 19
485 5 19
485 7 19
751 7 19
367 30 19
367 14 19
577 5 19
577 25 19
981 5 19
714 7 19
714 19 19
866 6 19
866 7 19
714 34 19
866 8 19
714 25 19
714 6 19
212 6 19
638 4 19
212 7 19
866 26 19
818 29 19
157 8 19
829 14 19
866 14 19
100 4 19
367 15 19
930 136 19
930 14 19
377 5 19
497 19 19
497 34 19
139 3 19
981 7 19
734 8 19
898 8 19
377 25 19
377 6 19
231 14 19
682 14 19
377 7 19
317 7 19
682 19 19
317 5 19
597 4 19
597 5 19
231 15 19
327 3 19
751 6 19
225 8 19
751 4 19
336 15 19
336 14 19
336 30 19
336 13 19
336 7 19
336 6 19
764 30 19
231 13 19
372 8 19
981 6 19
372 29 19
925 15 19
925 14 19
513 7 19
727 8 19
513 6 19
469 2 19
17 19 19
559 8 19
413 6 19
124 19 19
260 19 19
249 7 19
249 5 19
260 34 19
124 8 19
260 14 19
124 6 19
413 7 19
124 25 19
265 8 19
562 6 19
552 8 19
835 8 19
124 34 19
835 6 19
264 4 19
22 7 19
559 19 19
674 5 19
124 14 19
406 5 19
264 6 19
670 8 19
111 3 19
91 8 19
258 4 19
672 7 19
672 6 19
256 21 19
704 3 19
179 6 19
256 7 19
873 5 19
677 7 19
427 19 19
427 34 19
427 14 19
400 4 19
260 8 19
535 3 19
120 13 19
400 8 19
616 30 19
616 14 19
616 15 19
539 8 19
179 25 19
539 19 19
788 3 19
539 34 19
290 25 19
124 7 19
539 14 19
290 6 19
773 5 19
664 8 19
290 7 19
253 4 19
773 6 19
959 15 19
835 1 19
835 7 19
264 7 19
269 15 19
972 34 19
731 1 19
881 25 19
698 5 19
522 7 19
522 6 19
269 14 19
881 6 19
881 7 19
696 8 19
658 3 19
811 6 19
731 5 19
